"Time","A0","A0volt","A0tempF","A1","A1volt","A1tempF","A2","A2volt","A2tempF","A3","A3volt","A4","A4volt","A5","A5volt","A6","A6volt","A7","A7volt","RTCTEMP","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","D13","SerialNumber"
"2023-10-10T17:51:51","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:52:52","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:53:52","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:54:52","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:55:53","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:56:53","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:57:54","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:58:54","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T17:59:54","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:00:55","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:01:55","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:02:56","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:03:56","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:04:56","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:05:57","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:06:57","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:07:58","151","0.74","74.84","509","2.48","389.8","509","2.48","389.8","378","15.12","351","14.04","360","14.4","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:08:58","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","378","15.12","351","14.04","360","14.4","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:09:58","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:10:59","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:11:59","152","0.74","75.72","509","2.48","389.8","509","2.48","389.8","376","15.04","351","14.04","357","14.28","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:13:00","151","0.74","74.84","509","2.48","389.8","356","1.74","255.2","0","0.0","340","13.6","318","12.72","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:14:00","152","0.74","75.72","509","2.48","389.8","357","1.74","256.08","0","0.0","338","13.52","316","12.64","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:15:00","152","0.74","75.72","509","2.48","389.8","357","1.74","256.08","0","0.0","336","13.44","314","12.56","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:16:01","152","0.74","75.72","509","2.48","389.8","358","1.75","256.96","0","0.0","335","13.4","313","12.52","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:17:01","152","0.74","75.72","509","2.48","389.8","358","1.75","256.96","0","0.0","334","13.36","312","12.48","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:18:01","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","333","13.32","311","12.44","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:19:02","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","332","13.28","310","12.4","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:20:02","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","332","13.28","309","12.36","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:21:03","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:22:03","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:23:03","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.25","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:24:04","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","309","12.36","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:25:04","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:26:05","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:27:05","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:28:05","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:29:06","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:30:06","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:31:07","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:32:07","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:33:07","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:34:08","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:35:08","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:36:09","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:37:09","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:38:09","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:39:10","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:40:10","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:41:11","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:42:11","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:43:11","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","355","14.2","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:44:12","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:45:12","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:46:12","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:47:13","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:48:13","151","0.74","74.84","509","2.48","389.8","588","2.87","459.3","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:49:14","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:50:14","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:51:14","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:52:15","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:53:15","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:54:16","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:55:16","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:56:16","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:57:17","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:58:17","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","336","13.44","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T18:59:18","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:00:18","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:01:18","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:02:19","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:03:19","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:04:20","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:05:20","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:06:20","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:07:21","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:08:21","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:09:22","151","0.74","74.84","509","2.48","389.8","588","2.87","459.3","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:10:22","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","337","13.48","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:11:22","152","0.74","75.72","509","2.48","389.8","589","2.87","460.18","375","15.0","338","13.52","356","14.24","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:12:23","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","30","1.2","334","13.36","311","12.44","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:13:23","152","0.74","75.72","509","2.48","389.8","359","1.75","257.84","0","0.0","332","13.28","310","12.4","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:14:24","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","332","13.28","310","12.4","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:15:24","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:16:24","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:17:25","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:18:25","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","331","13.24","309","12.36","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:19:26","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:20:26","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:21:26","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:22:27","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:23:27","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:24:28","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:25:28","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:26:28","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:27:29","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:28:29","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:29:29","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:30:30","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:31:30","151","0.74","74.84","509","2.48","389.8","359","1.75","257.84","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:32:31","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:33:31","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:34:31","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:35:32","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:36:32","152","0.74","75.72","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:37:33","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:38:33","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","28.0","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:39:33","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:40:34","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:41:34","151","0.74","74.84","509","2.48","389.8","360","1.76","258.72","0","0.0","330","13.2","308","12.32","0","0.0","0","0.0","27.75","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:42:35","150","0.73","73.96","509","2.48","389.8","589","2.87","460.18","375","15.0","334","13.36","355","14.2","0","0.0","0","0.0","27.5","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:43:35","150","0.73","73.96","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.5","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:44:35","150","0.73","73.96","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.5","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:45:36","150","0.73","73.96","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.5","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
"2023-10-10T19:46:36","151","0.74","74.84","509","2.48","389.8","589","2.87","460.18","375","15.0","335","13.4","356","14.24","0","0.0","0","0.0","27.5","1","1","1","1","0","1","1","1","1","1","1","1","2251441C44100820F80BA000A0000057"
